PERIOD_TYPE,PERIOD_MONTH,PERIOD_QUARTER,PERIOD_YEAR,ID_COMPANY_CODE,ID_ORG_UNIT,ID_BUSINESS_LOC,ID_SOURCE,ID_MEASURE,MEASURE_VALUE_CHAR,MEASURE_UNIT,ID_ACCOUNT
M,12,4,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,393572,USD,SCT_0058
M,1,1,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,2220075,USD,SCT_0059
M,2,1,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,2530575,USD,SCT_0060
M,3,1,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,2494350,USD,SCT_0061
M,4,2,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,2587500,USD,SCT_0063
M,5,2,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,2628900,USD,SCT_0065
M,6,2,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,2649600,USD,SCT_0066
M,7,3,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,2665125,USD,SCT_0067
M,8,3,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,2706525,USD,SCT_0068
M,9,3,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,2727225,USD,SCT_0069
M,10,4,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,2753100,USD,SCT_0070
M,11,4,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,2758275,USD,SCT_0071
M,12,4,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,2784150,USD,SCT_0072
M,1,1,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,2753013.8,USD,SCT_0073
M,2,1,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,2753013.8,USD,SCT_0052
M,3,1,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,2758102.5,USD,SCT_0053
M,4,2,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,2768280,USD,SCT_0055
M,5,2,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,2803901.3,USD,SCT_0062
M,6,2,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,2808990,USD,SCT_0064
M,7,3,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,2814078.8,USD,SCT_0074
M,8,3,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,2814078.8,USD,SCT_0075
M,9,3,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,2839522.5,USD,SCT_0045
M,10,4,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,2854788.8,USD,SCT_0046
M,11,4,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,2905676.3,USD,SCT_0047
M,12,4,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,2920942.5,USD,SCT_0048
M,1,1,2021,AT01,,3,SCT_Test_s,PPT_AMOUNT,3024295,USD,SCT_0049
M,2,1,2021,AT01,,3,SCT_Test_s,PPT_AMOUNT,3034777.8,USD,SCT_0050
M,3,1,2021,AT01,,3,SCT_Test_s,PPT_AMOUNT,3050502.1,USD,SCT_0051
M,4,2,2021,AT01,,3,SCT_Test_s,PPT_AMOUNT,3066226.3,USD,SCT_0054
M,5,2,2021,AT01,,3,SCT_Test_s,PPT_AMOUNT,3071467.7,USD,SCT_0056
M,6,2,2021,AT01,,3,SCT_Test_s,PPT_AMOUNT,3087192,USD,SCT_0057
M,7,3,2021,AT01,,3,SCT_Test_s,PPT_AMOUNT,3087192,USD,SCT_0058
M,8,3,2021,AT01,,3,SCT_Test_s,PPT_AMOUNT,3092433.4,USD,SCT_0059
M,9,3,2021,AT01,,3,SCT_Test_s,PPT_AMOUNT,3113399,USD,SCT_0060
M,10,4,2021,AT01,,3,SCT_Test_s,PPT_AMOUNT,3144847.5,USD,SCT_0061
M,11,4,2021,AT01,,3,SCT_Test_s,PPT_AMOUNT,3155330.3,USD,SCT_0063
M,12,4,2021,AT01,,3,SCT_Test_s,PPT_AMOUNT,3181537.4,USD,SCT_0065
M,1,1,2019,CA01,,7,SCT_Test_s,PPT_AMOUNT,560038.5,USD,SCT_0066
M,2,1,2019,CA01,,7,SCT_Test_s,PPT_AMOUNT,570409.6,USD,SCT_0067
M,3,1,2019,CA01,,7,SCT_Test_s,PPT_AMOUNT,580780.7,USD,SCT_0068
M,4,2,2019,CA01,,7,SCT_Test_s,PPT_AMOUNT,580780.7,USD,SCT_0069
M,5,2,2019,CA01,,7,SCT_Test_s,PPT_AMOUNT,580780.7,USD,SCT_0070
M,6,2,2019,CA01,,7,SCT_Test_s,PPT_AMOUNT,596337.3,USD,SCT_0071
M,7,3,2019,CA01,,7,SCT_Test_s,PPT_AMOUNT,606708.4,USD,SCT_0072
M,8,3,2019,CA01,,7,SCT_Test_s,PPT_AMOUNT,622265,USD,SCT_0073
M,9,3,2019,CA01,,7,SCT_Test_s,PPT_AMOUNT,632636.1,USD,SCT_0052
M,10,4,2019,CA01,,7,SCT_Test_s,PPT_AMOUNT,643007.2,USD,SCT_0053
M,11,4,2019,CA01,,7,SCT_Test_s,PPT_AMOUNT,648192.7,USD,SCT_0055
M,12,4,2019,CA01,,7,SCT_Test_s,PPT_AMOUNT,653378.3,USD,SCT_0062
M,1,1,2020,CA01,,7,SCT_Test_s,PPT_AMOUNT,673047.1,USD,SCT_0064
M,2,1,2020,CA01,,7,SCT_Test_s,PPT_AMOUNT,673047.1,USD,SCT_0074
M,3,1,2020,CA01,,7,SCT_Test_s,PPT_AMOUNT,688945.8,USD,SCT_0075
M,4,2,2020,CA01,,7,SCT_Test_s,PPT_AMOUNT,699545,USD,SCT_0045
M,5,2,2020,CA01,,7,SCT_Test_s,PPT_AMOUNT,710144.2,USD,SCT_0046
M,6,2,2020,CA01,,7,SCT_Test_s,PPT_AMOUNT,720743.3,USD,SCT_0047
M,7,3,2020,CA01,,7,SCT_Test_s,PPT_AMOUNT,726042.9,USD,SCT_0048
M,8,3,2020,CA01,,7,SCT_Test_s,PPT_AMOUNT,726042.9,USD,SCT_0049
M,9,3,2020,CA01,,7,SCT_Test_s,PPT_AMOUNT,736642.1,USD,SCT_0050
M,10,4,2020,CA01,,7,SCT_Test_s,PPT_AMOUNT,747241.3,USD,SCT_0051
M,11,4,2020,CA01,,7,SCT_Test_s,PPT_AMOUNT,757840.4,USD,SCT_0054
M,12,4,2020,CA01,,7,SCT_Test_s,PPT_AMOUNT,779038.8,USD,SCT_0056
M,1,1,2021,CA01,,7,SCT_Test_s,PPT_AMOUNT,807868.5,USD,SCT_0057
M,2,1,2021,CA01,,7,SCT_Test_s,PPT_AMOUNT,802409.9,USD,SCT_0058
M,3,1,2021,CA01,,7,SCT_Test_s,PPT_AMOUNT,824244.2,USD,SCT_0059
M,4,2,2021,CA01,,7,SCT_Test_s,PPT_AMOUNT,829702.8,USD,SCT_0060
M,5,2,2021,CA01,,7,SCT_Test_s,PPT_AMOUNT,835161.3,USD,SCT_0061
M,6,2,2021,CA01,,7,SCT_Test_s,PPT_AMOUNT,835161.3,USD,SCT_0063
M,7,3,2021,CA01,,7,SCT_Test_s,PPT_AMOUNT,835161.3,USD,SCT_0065
M,8,3,2021,CA01,,7,SCT_Test_s,PPT_AMOUNT,840619.9,USD,SCT_0066
M,9,3,2021,CA01,,7,SCT_Test_s,PPT_AMOUNT,851537.1,USD,SCT_0067
M,10,4,2021,CA01,,7,SCT_Test_s,PPT_AMOUNT,867912.8,USD,SCT_0068
M,11,4,2021,CA01,,7,SCT_Test_s,PPT_AMOUNT,884288.5,USD,SCT_0069
M,12,4,2021,CA01,,7,SCT_Test_s,PPT_AMOUNT,889747,USD,SCT_0070
M,1,1,2019,DE01,,1,SCT_Test_s,PPT_AMOUNT,1800900,USD,SCT_0071
M,2,1,2019,DE01,,1,SCT_Test_s,PPT_AMOUNT,1811250,USD,SCT_0072
M,3,1,2019,DE01,,1,SCT_Test_s,PPT_AMOUNT,1852650,USD,SCT_0073
M,4,2,2019,DE01,,1,SCT_Test_s,PPT_AMOUNT,1852650,USD,SCT_0052
M,5,2,2019,DE01,,1,SCT_Test_s,PPT_AMOUNT,1868175,USD,SCT_0053
M,6,2,2019,DE01,,1,SCT_Test_s,PPT_AMOUNT,1873350,USD,SCT_0055
M,7,3,2019,DE01,,1,SCT_Test_s,PPT_AMOUNT,1888875,USD,SCT_0062
M,8,3,2019,DE01,,1,SCT_Test_s,PPT_AMOUNT,1904400,USD,SCT_0064
M,9,3,2019,DE01,,1,SCT_Test_s,PPT_AMOUNT,1919925,USD,SCT_0074
M,10,4,2019,DE01,,1,SCT_Test_s,PPT_AMOUNT,1930275,USD,SCT_0075
M,11,4,2019,DE01,,1,SCT_Test_s,PPT_AMOUNT,1956150,USD,SCT_0045
M,12,4,2019,DE01,,1,SCT_Test_s,PPT_AMOUNT,1971675,USD,SCT_0046
M,1,1,2020,DE01,,1,SCT_Test_s,PPT_AMOUNT,2001891.3,USD,SCT_0047
M,2,1,2020,DE01,,1,SCT_Test_s,PPT_AMOUNT,2012183.8,USD,SCT_0048
M,3,1,2020,DE01,,1,SCT_Test_s,PPT_AMOUNT,2012183.8,USD,SCT_0049
M,4,2,2020,DE01,,1,SCT_Test_s,PPT_AMOUNT,2027622.5,USD,SCT_0050
M,5,2,2020,DE01,,1,SCT_Test_s,PPT_AMOUNT,2037915,USD,SCT_0051
M,6,2,2020,DE01,,1,SCT_Test_s,PPT_AMOUNT,2058500,USD,SCT_0054
M,7,3,2020,DE01,,1,SCT_Test_s,PPT_AMOUNT,2068792.5,USD,SCT_0056
M,8,3,2020,DE01,,1,SCT_Test_s,PPT_AMOUNT,2089377.5,USD,SCT_0057
M,9,3,2020,DE01,,1,SCT_Test_s,PPT_AMOUNT,2099670,USD,SCT_0058
M,10,4,2020,DE01,,1,SCT_Test_s,PPT_AMOUNT,2109962.5,USD,SCT_0059
M,11,4,2020,DE01,,1,SCT_Test_s,PPT_AMOUNT,2130547.5,USD,SCT_0060
M,12,4,2020,DE01,,1,SCT_Test_s,PPT_AMOUNT,2145986.3,USD,SCT_0061
M,1,1,2021,DE01,,1,SCT_Test_s,PPT_AMOUNT,2210365.8,USD,SCT_0063
M,2,1,2021,DE01,,1,SCT_Test_s,PPT_AMOUNT,2226267.8,USD,SCT_0065
M,3,1,2021,DE01,,1,SCT_Test_s,PPT_AMOUNT,2242169.7,USD,SCT_0066
M,4,2,2021,DE01,,1,SCT_Test_s,PPT_AMOUNT,2258071.6,USD,SCT_0067
M,5,2,2021,DE01,,1,SCT_Test_s,PPT_AMOUNT,2258071.6,USD,SCT_0068
M,6,2,2021,DE01,,1,SCT_Test_s,PPT_AMOUNT,2284574.8,USD,SCT_0069
M,7,3,2021,DE01,,1,SCT_Test_s,PPT_AMOUNT,2316378.6,USD,SCT_0070
M,8,3,2021,DE01,,1,SCT_Test_s,PPT_AMOUNT,2348182.4,USD,SCT_0071
M,9,3,2021,DE01,,1,SCT_Test_s,PPT_AMOUNT,2369385,USD,SCT_0072
M,10,4,2021,DE01,,1,SCT_Test_s,PPT_AMOUNT,2390587.5,USD,SCT_0073
M,11,4,2021,DE01,,1,SCT_Test_s,PPT_AMOUNT,2390587.5,USD,SCT_0052
M,12,4,2021,DE01,,1,SCT_Test_s,PPT_AMOUNT,2406489.4,USD,SCT_0053
M,1,1,2019,DK01,,2,SCT_Test_s,PPT_AMOUNT,77682.5,USD,SCT_0055
M,2,1,2019,DK01,,2,SCT_Test_s,PPT_AMOUNT,83231.3,USD,SCT_0062
M,3,1,2019,DK01,,2,SCT_Test_s,PPT_AMOUNT,83231.3,USD,SCT_0064
M,4,2,2019,DK01,,2,SCT_Test_s,PPT_AMOUNT,83231.3,USD,SCT_0074
M,5,2,2019,DK01,,2,SCT_Test_s,PPT_AMOUNT,94328.8,USD,SCT_0075
M,6,2,2019,DK01,,2,SCT_Test_s,PPT_AMOUNT,94328.8,USD,SCT_0045
M,7,3,2019,DK01,,2,SCT_Test_s,PPT_AMOUNT,99877.5,USD,SCT_0046
M,8,3,2019,DK01,,2,SCT_Test_s,PPT_AMOUNT,99877.5,USD,SCT_0047
M,9,3,2019,DK01,,2,SCT_Test_s,PPT_AMOUNT,105426.3,USD,SCT_0048
M,10,4,2019,DK01,,2,SCT_Test_s,PPT_AMOUNT,116523.8,USD,SCT_0049
M,11,4,2019,DK01,,2,SCT_Test_s,PPT_AMOUNT,127621.3,USD,SCT_0050
M,12,4,2019,DK01,,2,SCT_Test_s,PPT_AMOUNT,138718.8,USD,SCT_0051
M,1,1,2020,DK01,,2,SCT_Test_s,PPT_AMOUNT,156706.7,USD,SCT_0054
M,2,1,2020,DK01,,2,SCT_Test_s,PPT_AMOUNT,167900,USD,SCT_0056
M,3,1,2020,DK01,,2,SCT_Test_s,PPT_AMOUNT,173496.7,USD,SCT_0057
M,4,2,2020,DK01,,2,SCT_Test_s,PPT_AMOUNT,173496.7,USD,SCT_0058
M,5,2,2020,DK01,,2,SCT_Test_s,PPT_AMOUNT,173496.7,USD,SCT_0059
M,6,2,2020,DK01,,2,SCT_Test_s,PPT_AMOUNT,179093.3,USD,SCT_0060
M,7,3,2020,DK01,,2,SCT_Test_s,PPT_AMOUNT,190286.7,USD,SCT_0061
M,8,3,2020,DK01,,2,SCT_Test_s,PPT_AMOUNT,195883.3,USD,SCT_0063
M,9,3,2020,DK01,,2,SCT_Test_s,PPT_AMOUNT,207076.7,USD,SCT_0065
M,10,4,2020,DK01,,2,SCT_Test_s,PPT_AMOUNT,212673.3,USD,SCT_0066
M,11,4,2020,DK01,,2,SCT_Test_s,PPT_AMOUNT,223866.7,USD,SCT_0067
M,12,4,2020,DK01,,2,SCT_Test_s,PPT_AMOUNT,229463.3,USD,SCT_0068
M,1,1,2021,DK01,,2,SCT_Test_s,PPT_AMOUNT,242111.8,USD,SCT_0069
M,2,1,2021,DK01,,2,SCT_Test_s,PPT_AMOUNT,242111.8,USD,SCT_0070
M,3,1,2021,DK01,,2,SCT_Test_s,PPT_AMOUNT,242111.8,USD,SCT_0071
M,4,2,2021,DK01,,2,SCT_Test_s,PPT_AMOUNT,253640.9,USD,SCT_0072
M,5,2,2021,DK01,,2,SCT_Test_s,PPT_AMOUNT,259405.5,USD,SCT_0073
M,6,2,2021,DK01,,2,SCT_Test_s,PPT_AMOUNT,265170.1,USD,SCT_0052
M,7,3,2021,DK01,,2,SCT_Test_s,PPT_AMOUNT,265170.1,USD,SCT_0053
M,8,3,2021,DK01,,2,SCT_Test_s,PPT_AMOUNT,276699.2,USD,SCT_0055
M,9,3,2021,DK01,,2,SCT_Test_s,PPT_AMOUNT,276699.2,USD,SCT_0062
M,10,4,2021,DK01,,2,SCT_Test_s,PPT_AMOUNT,282463.8,USD,SCT_0064
M,11,4,2021,DK01,,2,SCT_Test_s,PPT_AMOUNT,288228.3,USD,SCT_0074
M,12,4,2021,DK01,,2,SCT_Test_s,PPT_AMOUNT,299757.5,USD,SCT_0075
M,1,1,2019,MX01,,5,SCT_Test_s,PPT_AMOUNT,519101.4,USD,SCT_0045
M,2,1,2019,MX01,,5,SCT_Test_s,PPT_AMOUNT,522315.6,USD,SCT_0046
M,3,1,2019,MX01,,5,SCT_Test_s,PPT_AMOUNT,535172.6,USD,SCT_0047
M,4,2,2019,MX01,,5,SCT_Test_s,PPT_AMOUNT,535172.6,USD,SCT_0048
M,5,2,2019,MX01,,5,SCT_Test_s,PPT_AMOUNT,535172.6,USD,SCT_0049
M,6,2,2019,MX01,,5,SCT_Test_s,PPT_AMOUNT,536779.8,USD,SCT_0050
M,7,3,2019,MX01,,5,SCT_Test_s,PPT_AMOUNT,536779.8,USD,SCT_0051
M,8,3,2019,MX01,,5,SCT_Test_s,PPT_AMOUNT,536779.8,USD,SCT_0054
M,9,3,2019,MX01,,5,SCT_Test_s,PPT_AMOUNT,536779.8,USD,SCT_0056
M,10,4,2019,MX01,,5,SCT_Test_s,PPT_AMOUNT,536779.8,USD,SCT_0057
M,11,4,2019,MX01,,5,SCT_Test_s,PPT_AMOUNT,536779.8,USD,SCT_0058
M,12,4,2019,MX01,,5,SCT_Test_s,PPT_AMOUNT,536779.8,USD,SCT_0059
M,1,1,2020,MX01,,5,SCT_Test_s,PPT_AMOUNT,518535,USD,SCT_0060
M,2,1,2020,MX01,,5,SCT_Test_s,PPT_AMOUNT,518535,USD,SCT_0061
M,3,1,2020,MX01,,5,SCT_Test_s,PPT_AMOUNT,518535,USD,SCT_0063
M,4,2,2020,MX01,,5,SCT_Test_s,PPT_AMOUNT,518535,USD,SCT_0065
M,5,2,2020,MX01,,5,SCT_Test_s,PPT_AMOUNT,520087.5,USD,SCT_0066
M,6,2,2020,MX01,,5,SCT_Test_s,PPT_AMOUNT,520087.5,USD,SCT_0067
M,7,3,2020,MX01,,5,SCT_Test_s,PPT_AMOUNT,520087.5,USD,SCT_0068
M,8,3,2020,MX01,,5,SCT_Test_s,PPT_AMOUNT,520087.5,USD,SCT_0069
M,9,3,2020,MX01,,5,SCT_Test_s,PPT_AMOUNT,520087.5,USD,SCT_0070
M,10,4,2020,MX01,,5,SCT_Test_s,PPT_AMOUNT,520087.5,USD,SCT_0071
M,11,4,2020,MX01,,5,SCT_Test_s,PPT_AMOUNT,520087.5,USD,SCT_0072
M,12,4,2020,MX01,,5,SCT_Test_s,PPT_AMOUNT,520087.5,USD,SCT_0073
M,1,1,2021,MX01,,5,SCT_Test_s,PPT_AMOUNT,535690.1,USD,SCT_0052
M,2,1,2021,MX01,,5,SCT_Test_s,PPT_AMOUNT,535690.1,USD,SCT_0053
M,3,1,2021,MX01,,5,SCT_Test_s,PPT_AMOUNT,535690.1,USD,SCT_0055
M,4,2,2021,MX01,,5,SCT_Test_s,PPT_AMOUNT,535690.1,USD,SCT_0062
M,5,2,2021,MX01,,5,SCT_Test_s,PPT_AMOUNT,535690.1,USD,SCT_0064
M,6,2,2021,MX01,,5,SCT_Test_s,PPT_AMOUNT,535690.1,USD,SCT_0074
M,7,3,2021,MX01,,5,SCT_Test_s,PPT_AMOUNT,535690.1,USD,SCT_0075
M,8,3,2021,MX01,,5,SCT_Test_s,PPT_AMOUNT,535690.1,USD,SCT_0045
M,9,3,2021,MX01,,5,SCT_Test_s,PPT_AMOUNT,535690.1,USD,SCT_0046
M,10,4,2021,MX01,,5,SCT_Test_s,PPT_AMOUNT,535690.1,USD,SCT_0047
M,11,4,2021,MX01,,5,SCT_Test_s,PPT_AMOUNT,535690.1,USD,SCT_0048
M,12,4,2021,MX01,,5,SCT_Test_s,PPT_AMOUNT,535690.1,USD,SCT_0049
M,1,1,2019,AR01,,4,SCT_Test_s,PPT_AMOUNT,16958.4,USD,SCT_0164
M,2,1,2019,AR01,,4,SCT_Test_s,PPT_AMOUNT,24560,USD,SCT_0164
M,3,1,2019,AR01,,4,SCT_Test_s,PPT_AMOUNT,24598.6,USD,SCT_0164
M,4,2,2019,AR01,,4,SCT_Test_s,PPT_AMOUNT,24603.3,USD,SCT_0164
M,5,2,2019,AR01,,4,SCT_Test_s,PPT_AMOUNT,24615.7,USD,SCT_0164
M,6,2,2019,AR01,,4,SCT_Test_s,PPT_AMOUNT,24617.7,USD,SCT_0164
M,7,3,2019,AR01,,4,SCT_Test_s,PPT_AMOUNT,24697.1,USD,SCT_0164
M,8,3,2019,AR01,,4,SCT_Test_s,PPT_AMOUNT,24767.7,USD,SCT_0164
M,9,3,2019,AR01,,4,SCT_Test_s,PPT_AMOUNT,24866.4,USD,SCT_0164
M,10,4,2019,AR01,,4,SCT_Test_s,PPT_AMOUNT,24816.3,USD,SCT_0164
M,11,4,2019,AR01,,4,SCT_Test_s,PPT_AMOUNT,25000.2,USD,SCT_0164
M,12,4,2019,AR01,,4,SCT_Test_s,PPT_AMOUNT,23425.7,USD,SCT_0164
M,1,1,2020,AR01,,4,SCT_Test_s,PPT_AMOUNT,22021,USD,SCT_0164
M,2,1,2020,AR01,,4,SCT_Test_s,PPT_AMOUNT,31891.5,USD,SCT_0164
M,3,1,2020,AR01,,4,SCT_Test_s,PPT_AMOUNT,15945.8,USD,SCT_0164
M,4,2,2020,AR01,,4,SCT_Test_s,PPT_AMOUNT,16902.5,USD,SCT_0164
M,5,2,2020,AR01,,4,SCT_Test_s,PPT_AMOUNT,17540.3,USD,SCT_0164
M,6,2,2020,AR01,,4,SCT_Test_s,PPT_AMOUNT,31966.2,USD,SCT_0164
M,7,3,2020,AR01,,4,SCT_Test_s,PPT_AMOUNT,32070.5,USD,SCT_0164
M,8,3,2020,AR01,,4,SCT_Test_s,PPT_AMOUNT,32161.5,USD,SCT_0164
M,9,3,2020,AR01,,4,SCT_Test_s,PPT_AMOUNT,32289.2,USD,SCT_0164
M,10,4,2020,AR01,,4,SCT_Test_s,PPT_AMOUNT,32224.5,USD,SCT_0164
M,11,4,2020,AR01,,4,SCT_Test_s,PPT_AMOUNT,25354.6,USD,SCT_0164
M,12,4,2020,AR01,,4,SCT_Test_s,PPT_AMOUNT,30418.5,USD,SCT_0164
M,1,1,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,15730.2,USD,SCT_0164
M,2,1,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,22781.4,USD,SCT_0164
M,3,1,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,22817.1,USD,SCT_0164
M,4,2,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,22821.4,USD,SCT_0164
M,5,2,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,22833,USD,SCT_0164
M,6,2,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,22834.8,USD,SCT_0164
M,7,3,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,22908.4,USD,SCT_0164
M,8,3,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,22974,USD,SCT_0164
M,9,3,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,23065.5,USD,SCT_0164
M,10,4,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,23019,USD,SCT_0164
M,11,4,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,23189.7,USD,SCT_0164
M,12,4,2021,AR01,,4,SCT_Test_s,PPT_AMOUNT,21729.1,USD,SCT_0164
M,1,1,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,20555.2,USD,SCT_0164
M,2,1,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,19611.3,USD,SCT_0164
M,3,1,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,19275.7,USD,SCT_0164
M,4,2,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,19024,USD,SCT_0164
M,5,2,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,18363.3,USD,SCT_0164
M,6,2,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,17409,USD,SCT_0164
M,7,3,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,15070.3,USD,SCT_0164
M,8,3,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,13948.1,USD,SCT_0164
M,9,3,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,13602.1,USD,SCT_0164
M,10,4,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,13769.9,USD,SCT_0164
M,11,4,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,16087.6,USD,SCT_0164
M,12,4,2019,AT01,,3,SCT_Test_s,PPT_AMOUNT,17723.6,USD,SCT_0164
M,1,1,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,24398.5,USD,SCT_0164
M,2,1,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,23310.9,USD,SCT_0164
M,3,1,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,11655.5,USD,SCT_0164
M,4,2,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,12354.8,USD,SCT_0164
M,5,2,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,12821,USD,SCT_0164
M,6,2,2020,AT01,,3,SCT_Test_s,PPT_AMOUNT,20782,USD,SCT_0164
