ID_SOURCE,ID_MEASURE,MEASURE_VALUE_CHAR,MEASURE_UNIT,PERIOD_TYPE,PERIOD_YEAR,PERIOD_MONTH,PERIOD_QUARTER,ID_USE_TYPE,ID_STRESS_CATEGORY,ID_WATER_SOURCE,ID_BUSINESS_LOC,ID_ORG_UNIT,ID_COMPANY_CODE
SCT_Test_s,WTR_QUANTITY,2,Ml,M,2019,1,1,W,STRESS_CAT_01,SOURCE_04,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,150,Ml,M,2019,1,1,W,STRESS_CAT_01,SOURCE_01,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,20,Ml,M,2019,1,1,W,STRESS_CAT_01,SOURCE_02,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,250,Ml,M,2019,1,1,W,STRESS_CAT_01,SOURCE_03,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,30,Ml,M,2019,1,1,W,STRESS_CAT_01,SOURCE_04,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,11,Ml,M,2019,1,1,W,STRESS_CAT_01,SOURCE_01,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_01,SOURCE_02,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,12,Ml,M,2019,1,1,W,STRESS_CAT_01,SOURCE_03,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,1,Ml,M,2019,1,1,W,STRESS_CAT_01,SOURCE_04,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,4,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_01,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_02,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,2.1,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_03,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0.4,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_04,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,4,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_01,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_02,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,2,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_03,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0.6,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_04,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,5,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_01,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_02,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,1,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_03,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,4,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_04,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,4,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_01,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,1.1,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_02,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,2,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_03,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,1.5,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_04,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,2.4,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_01,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,2.5,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_02,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,3.7,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_03,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,1.1,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_04,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,135,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_01,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,18,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_02,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,220,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_03,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,24,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_04,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,8,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_01,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_02,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,7.5,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_03,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0.3,Ml,M,2019,1,1,W,STRESS_CAT_02,SOURCE_04,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,4.1,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_01,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_02,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,1,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_03,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0.7,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_04,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,3.5,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_01,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_02,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,1.3,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_03,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0.5,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_04,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,5.1,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_01,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_02,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,1.4,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_03,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0.8,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_04,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,2.1,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_01,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,1.3,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_02,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,1.4,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_03,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,1.5,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_04,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,2.1,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_01,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,2.4,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_02,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,3.1,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_03,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,0.8,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_04,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,150,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_01,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,22,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_02,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,130,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_03,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,20,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_04,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,6.3,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_01,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_02,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,6.2,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_03,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0.5,Ml,M,2019,1,1,W,STRESS_CAT_03,SOURCE_04,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,3.9,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_01,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_02,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,1.5,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_03,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0.9,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_04,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,4,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_01,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_02,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,1.7,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_03,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0.8,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_04,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,5.3,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_01,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_02,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,1.6,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_03,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,1.2,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_04,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,2.5,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_01,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,1.7,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_02,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,1.7,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_03,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,1.4,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_04,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,2.5,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_01,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,2.6,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_02,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,3.2,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_03,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,1.3,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_04,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,130,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_01,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,25,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_02,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,120,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_03,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,18,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_04,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,6.5,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_01,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_02,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,6.4,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_03,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0.7,Ml,M,2019,1,1,W,STRESS_CAT_04,SOURCE_04,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_01,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_02,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_03,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_04,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_01,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_02,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_03,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_04,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_01,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_02,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_03,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_04,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,2.6,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_01,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,1.7,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_02,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,1.9,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_03,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,1.6,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_04,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,2.1,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_01,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,2.3,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_02,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,3.1,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_03,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,1.8,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_04,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,110,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_01,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,23,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_02,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,100,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_03,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,15,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_04,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_01,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_02,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_03,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,W,STRESS_CAT_05,SOURCE_04,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0.08,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_01,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_02,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0.05,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_03,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0.02,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_04,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0.1,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_01,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_02,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0.05,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_03,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0.02,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_04,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0.13,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_01,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_02,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0.07,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_03,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0.02,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_04,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0.12,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_01,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,0.03,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_02,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,0.07,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_03,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,0.03,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_04,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,0.07,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_01,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,0.05,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_02,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,0.08,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_03,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,0.03,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_04,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,2.5,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_01,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,0.33,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_02,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,4.17,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_03,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,0.5,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_04,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,0.18,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_01,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_02,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0.2,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_03,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0.02,Ml,M,2019,1,1,C,STRESS_CAT_01,SOURCE_04,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0.07,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_01,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_02,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0.04,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_03,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0.01,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_04,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0.07,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_01,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_02,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0.03,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_03,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0.01,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_04,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0.08,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_01,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_02,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0.02,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_03,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0.01,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_04,3,50000827,AT01
SCT_Test_s,WTR_QUANTITY,0.07,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_01,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,0.02,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_02,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,0.03,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_03,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,0.03,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_04,5,50000056,MX01
SCT_Test_s,WTR_QUANTITY,0.04,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_01,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,0.04,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_02,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,0.06,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_03,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,0.02,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_04,4,50000256,AR01
SCT_Test_s,WTR_QUANTITY,2.25,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_01,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,0.3,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_02,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,3.67,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_03,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,0.4,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_04,4,50000055,AR01
SCT_Test_s,WTR_QUANTITY,0.13,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_01,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_02,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0.13,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_03,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0.01,Ml,M,2019,1,1,C,STRESS_CAT_02,SOURCE_04,7,50000257,CA01
SCT_Test_s,WTR_QUANTITY,0.07,Ml,M,2019,1,1,C,STRESS_CAT_03,SOURCE_01,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,C,STRESS_CAT_03,SOURCE_02,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0.02,Ml,M,2019,1,1,C,STRESS_CAT_03,SOURCE_03,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0.01,Ml,M,2019,1,1,C,STRESS_CAT_03,SOURCE_04,1,50000761,DE01
SCT_Test_s,WTR_QUANTITY,0.06,Ml,M,2019,1,1,C,STRESS_CAT_03,SOURCE_01,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0,Ml,M,2019,1,1,C,STRESS_CAT_03,SOURCE_02,2,50001035,DK01
SCT_Test_s,WTR_QUANTITY,0.02,Ml,M,2019,1,1,C,STRESS_CAT_03,SOURCE_03,2,50001035,DK01
