ID_SOURCE,PERIOD_TYPE,PERIOD_YEAR,PERIOD_QUARTER,PERIOD_MONTH,ID_COMPANY_CODE,ID_ORG_UNIT,ID_BUSINESS_LOC,ID_GENDER,ID_ETHNICITY,ID_GRADE,ID_AGE_GROUP,ID_CONTRACT_STATUS,ID_EMP_CATEGORY,ID_MEASURE,MEASURE_VALUE_CHAR,MEASURE_UNIT,MEASURE_COUNT,ID_CONTRACT_TYPE
SCT_Test_s,M,2019,1,2,AT01,50000827,3,UN,,EMP,,,OPER,PPL_TRAININGDURATION,0,HRS,2,
SCT_Test_s,M,2019,1,2,AT01,50000827,3,UN,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,M,,EMP,,,CORP,PPL_TRAININGDURATION,16,HRS,8,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,M,,EMP,,,OPER,PPL_TRAININGDURATION,24,HRS,14,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,M,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,M,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,0,HRS,4,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,M,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,0,HRS,2,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,M,,MAN_FIMID,,,OPER,PPL_TRAININGDURATION,4,HRS,8,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,F,,EMP,,,CORP,PPL_TRAININGDURATION,4,HRS,18,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,F,,EMP,,,OPER,PPL_TRAININGDURATION,48,HRS,37,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,F,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,F,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,8,HRS,4,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,NB,,EMP,,,CORP,PPL_TRAININGDURATION,4,HRS,2,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,NB,,EMP,,,OPER,PPL_TRAININGDURATION,4,HRS,8,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,NB,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,2,CA01,50000257,7,NB,,MAN_FIMID,,,OPER,PPL_TRAININGDURATION,0,HRS,4,
SCT_Test_s,M,2019,1,2,DE01,50000761,1,M,,EMP,,,CORP,PPL_TRAININGDURATION,36,HRS,40,
SCT_Test_s,M,2019,1,2,DE01,50000761,1,M,,EMP,,,OPER,PPL_TRAININGDURATION,112,HRS,111,
SCT_Test_s,M,2019,1,2,DE01,50000761,1,M,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,4,HRS,9,
SCT_Test_s,M,2019,1,2,DE01,50000761,1,M,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,12,HRS,9,
SCT_Test_s,M,2019,1,2,DE01,50000761,1,M,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,16,HRS,16,
SCT_Test_s,M,2019,1,2,DE01,50000761,1,M,,MAN_FIMID,,,OPER,PPL_TRAININGDURATION,12,HRS,34,
SCT_Test_s,M,2019,1,2,DE01,50000761,1,F,,EMP,,,CORP,PPL_TRAININGDURATION,52,HRS,49,
SCT_Test_s,M,2019,1,2,DE01,50000761,1,F,,EMP,,,OPER,PPL_TRAININGDURATION,88,HRS,105,
SCT_Test_s,M,2019,1,2,DE01,50000761,1,F,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,0,HRS,2,
SCT_Test_s,M,2019,1,2,DE01,50000761,1,F,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,8,HRS,5,
SCT_Test_s,M,2019,1,2,DK01,50001035,2,M,,EMP,,,CORP,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,2,DK01,50001035,2,M,,EMP,,,OPER,PPL_TRAININGDURATION,4,HRS,1,
SCT_Test_s,M,2019,1,2,DK01,50001035,2,F,,EMP,,,CORP,PPL_TRAININGDURATION,4,HRS,3,
SCT_Test_s,M,2019,1,2,DK01,50001035,2,F,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,2,DK01,50001035,2,F,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,0,HRS,2,
SCT_Test_s,M,2019,1,2,DK01,50001035,2,NB,,EMP,,,CORP,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,2,DK01,50001035,2,NB,,EMP,,,OPER,PPL_TRAININGDURATION,8,HRS,6,
SCT_Test_s,M,2019,1,2,DK01,50001035,2,NB,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,2,MX01,50000056,5,M,,EMP,,,CORP,PPL_TRAININGDURATION,52,HRS,54,
SCT_Test_s,M,2019,1,2,MX01,50000056,5,M,,EMP,,,OPER,PPL_TRAININGDURATION,160,HRS,146,
SCT_Test_s,M,2019,1,2,MX01,50000056,5,M,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,16,HRS,13,
SCT_Test_s,M,2019,1,2,MX01,50000056,5,M,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,56,HRS,62,
SCT_Test_s,M,2019,1,2,MX01,50000056,5,M,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,24,HRS,14,
SCT_Test_s,M,2019,1,2,MX01,50000056,5,M,,MAN_FIMID,,,OPER,PPL_TRAININGDURATION,44,HRS,36,
SCT_Test_s,M,2019,1,2,MX01,50000056,5,F,,EMP,,,CORP,PPL_TRAININGDURATION,12,HRS,7,
SCT_Test_s,M,2019,1,2,MX01,50000056,5,F,,EMP,,,OPER,PPL_TRAININGDURATION,32,HRS,18,
SCT_Test_s,M,2019,1,2,MX01,50000056,5,F,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,4,HRS,5,
SCT_Test_s,M,2019,1,2,MX01,50000056,5,F,,MAN_FIMID,,,OPER,PPL_TRAININGDURATION,8,HRS,20,
SCT_Test_s,M,2019,1,2,MX01,50000056,5,NB,,EMP,,,OPER,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,3,AR01,50000055,4,M,,EMP,,,CORP,PPL_TRAININGDURATION,28,HRS,25,
SCT_Test_s,M,2019,1,3,AR01,50000055,4,M,,EMP,,,OPER,PPL_TRAININGDURATION,60,HRS,87,
SCT_Test_s,M,2019,1,3,AR01,50000055,4,M,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,0,HRS,2,
SCT_Test_s,M,2019,1,3,AR01,50000055,4,M,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,12,HRS,10,
SCT_Test_s,M,2019,1,3,AR01,50000055,4,M,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,4,HRS,12,
SCT_Test_s,M,2019,1,3,AR01,50000055,4,M,,MAN_FIMID,,,OPER,PPL_TRAININGDURATION,12,HRS,27,
SCT_Test_s,M,2019,1,3,AR01,50000055,4,F,,EMP,,,CORP,PPL_TRAININGDURATION,8,HRS,12,
SCT_Test_s,M,2019,1,3,AR01,50000055,4,F,,EMP,,,OPER,PPL_TRAININGDURATION,32,HRS,27,
SCT_Test_s,M,2019,1,3,AR01,50000055,4,F,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,4,HRS,6,
SCT_Test_s,M,2019,1,3,AR01,50000055,4,F,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,0,HRS,6,
SCT_Test_s,M,2019,1,3,AR01,50000256,4,M,,EMP,,,CORP,PPL_TRAININGDURATION,32,HRS,29,
SCT_Test_s,M,2019,1,3,AR01,50000256,4,M,,EMP,,,OPER,PPL_TRAININGDURATION,72,HRS,83,
SCT_Test_s,M,2019,1,3,AR01,50000256,4,M,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,0,HRS,6,
SCT_Test_s,M,2019,1,3,AR01,50000256,4,M,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,4,HRS,7,
SCT_Test_s,M,2019,1,3,AR01,50000256,4,M,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,4,HRS,10,
SCT_Test_s,M,2019,1,3,AR01,50000256,4,M,,MAN_FIMID,,,OPER,PPL_TRAININGDURATION,12,HRS,26,
SCT_Test_s,M,2019,1,3,AR01,50000256,4,F,,EMP,,,CORP,PPL_TRAININGDURATION,4,HRS,6,
SCT_Test_s,M,2019,1,3,AR01,50000256,4,F,,EMP,,,OPER,PPL_TRAININGDURATION,32,HRS,30,
SCT_Test_s,M,2019,1,3,AR01,50000256,4,F,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,4,HRS,4,
SCT_Test_s,M,2019,1,3,AR01,50000256,4,F,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,12,HRS,9,
SCT_Test_s,M,2019,1,3,AR01,50000256,4,UN,,EMP,,,CORP,PPL_TRAININGDURATION,4,HRS,1,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,M,,EMP,,,CORP,PPL_TRAININGDURATION,56,HRS,72,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,M,,EMP,,,OPER,PPL_TRAININGDURATION,164,HRS,197,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,M,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,0,HRS,5,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,M,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,12,HRS,20,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,M,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,12,HRS,6,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,M,,MAN_FIMID,,,OPER,PPL_TRAININGDURATION,4,HRS,19,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,F,,EMP,,,CORP,PPL_TRAININGDURATION,44,HRS,45,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,F,,EMP,,,OPER,PPL_TRAININGDURATION,108,HRS,130,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,F,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,4,HRS,5,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,F,,MAN_FIMID,,,OPER,PPL_TRAININGDURATION,20,HRS,19,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,NB,,EMP,,,CORP,PPL_TRAININGDURATION,4,HRS,1,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,NB,,EMP,,,OPER,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,UN,,EMP,,,OPER,PPL_TRAININGDURATION,4,HRS,4,
SCT_Test_s,M,2019,1,3,AT01,50000827,3,UN,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,M,,EMP,,,CORP,PPL_TRAININGDURATION,8,HRS,6,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,M,,EMP,,,OPER,PPL_TRAININGDURATION,16,HRS,16,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,M,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,M,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,4,HRS,4,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,M,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,0,HRS,2,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,M,,MAN_FIMID,,,OPER,PPL_TRAININGDURATION,12,HRS,8,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,F,,EMP,,,CORP,PPL_TRAININGDURATION,8,HRS,10,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,F,,EMP,,,OPER,PPL_TRAININGDURATION,32,HRS,45,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,F,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,4,HRS,2,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,F,,MAN_EXSEN,,,OPER,PPL_TRAININGDURATION,0,HRS,3,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,NB,,EMP,,,CORP,PPL_TRAININGDURATION,0,HRS,3,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,NB,,EMP,,,OPER,PPL_TRAININGDURATION,0,HRS,7,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,NB,,MAN_FIMID,,,CORP,PPL_TRAININGDURATION,0,HRS,1,
SCT_Test_s,M,2019,1,3,CA01,50000257,7,NB,,MAN_FIMID,,,OPER,PPL_TRAININGDURATION,0,HRS,4,
SCT_Test_s,M,2019,1,3,DE01,50000761,1,M,,EMP,,,CORP,PPL_TRAININGDURATION,40,HRS,45,
SCT_Test_s,M,2019,1,3,DE01,50000761,1,M,,EMP,,,OPER,PPL_TRAININGDURATION,108,HRS,106,
SCT_Test_s,M,2019,1,3,DE01,50000761,1,M,,MAN_EXSEN,,,CORP,PPL_TRAININGDURATION,8,HRS,5,
